LAMMPS data file via write_data, version 29 Sep 2021, timestep = 250000

1029 atoms
2 atom types
686 bonds
1 bond types
343 angles
1 angle types

1.3229378657737065 23.177062134226215 xlo xhi
1.3229378657737065 23.177062134226215 ylo yhi
1.3229378657737065 23.177062134226215 zlo zhi

Masses

1 15.9994
2 1.008

Pair Coeffs # lj/charmm/coul/long

1 0.1553 3.166 0.1553 3.166
2 0 0 0 0

Bond Coeffs # harmonic

1 600 1

Angle Coeffs # harmonic

1 75 109.47

Atoms # full

715 239 1 -0.8476 6.872516312170655 5.252538639983566 3.488401893904203 1 1 0
452 151 2 0.4238 5.881050250021824 4.2872817200256 4.674803281620697 1 0 0
453 151 2 0.4238 6.656611860761171 3.0810549470456152 5.455854217316807 1 0 0
451 151 1 -0.8476 5.760831044148317 3.459402951545554 5.222638946934435 1 0 0
947 316 2 0.4238 8.565861520160528 5.305591847070511 7.563272915703577 0 0 0
236 79 2 0.4238 5.584791745479033 6.807881380932979 9.128477625835014 0 0 0
853 285 1 -0.8476 4.705637646216293 6.501863468334792 7.775450310177283 0 0 0
336 112 2 0.4238 6.913991758826137 3.7627137027050526 7.67247927225422 1 0 0
334 112 1 -0.8476 7.01367714551483 4.647543692443412 8.127560691534388 1 0 0
420 140 2 0.4238 4.263367627339008 9.768079863187374 4.98621635912284 0 0 1
419 140 2 0.4238 4.425112094815022 10.69587367638372 3.65221613853696 0 0 1
773 258 2 0.4238 5.185032802382552 3.7349368630482407 11.793871832961406 0 0 0
418 140 1 -0.8476 4.700157976770214 10.5838155023867 4.607073468924212 0 0 1
335 112 2 0.4238 6.113313331075371 4.98340872441738 8.404146571059302 1 0 0
235 79 1 -0.8476 5.939932903598394 6.921043618433156 10.05639504722058 0 0 0
237 79 2 0.4238 6.935242569989549 6.825033939445944 10.046360351810604 0 0 0
772 258 1 -0.8476 4.612963918757178 4.498408507713133 11.49418986725048 0 0 0
783 261 2 0.4238 2.3426662374491833 8.338305203585149 5.782218101748849 0 0 0
782 261 2 0.4238 3.020232617251091 7.396406466962256 4.633196819278537 0 0 0
