LAMMPS data file via write_data, version 29 Sep 2021, timestep = 110000

1029 atoms
2 atom types
686 bonds
1 bond types
343 angles
1 angle types

0 21.7757 xlo xhi
0 21.7757 ylo yhi
0 21.7757 zlo zhi

Masses

1 15.9994
2 1.008

Pair Coeffs # lj/charmm/coul/long

1 0.1553 3.166 0.1553 3.166
2 0 0 0 0

Bond Coeffs # harmonic

1 600 1

Angle Coeffs # harmonic

1 75 109.47

Atoms # full

319 107 1 -0.8476 4.501985692982791 3.412135762768828 8.275149085665461 1 0 0
92 31 2 0.4238 6.087264169159267 7.991407177261802 8.063755485654902 0 0 0
91 31 1 -0.8476 7.034122682457713 8.101407327487427 7.761499130328334 0 0 0
93 31 2 0.4238 7.058378160863815 8.185500369240932 6.765336472850483 0 0 0
321 107 2 0.4238 4.373539783951947 4.169636534506959 7.635075133532869 1 0 0
303 101 2 0.4238 4.4636812738430125 7.629460119513513 4.497298284954482 0 0 0
301 101 1 -0.8476 5.171416132638661 6.9743012795993975 4.7616433293268114 0 0 0
21 7 2 0.4238 7.103393951980316 9.476930869260855 4.97972678369346 0 -1 0
331 111 1 -0.8476 5.83763658152828 2.386997970571244 3.2934497513573335 1 1 -1
320 107 2 0.4238 5.423425605028131 3.038465120037793 8.168758611686295 1 0 0
158 53 2 0.4238 2.8234793895864123 5.610198953632814 6.444821069752074 0 0 0
157 53 1 -0.8476 3.747059598364266 5.867911088050266 6.728694397966142 0 0 0
789 263 2 0.4238 2.952779176954718 3.129481375756714 9.068609773181237 1 1 -1
756 252 2 0.4238 3.5057161278381113 2.1752179066574593 5.197796885982621 0 1 0
787 263 1 -0.8476 1.9963051027260912 3.4213000476015076 9.06815590585997 1 1 -1
788 263 2 0.4238 1.9422530984563724 4.386725188935782 9.323171686280103 1 1 -1
159 53 2 0.4238 4.2926384835414515 6.094721746256281 5.921910280014952 0 0 0
754 252 1 -0.8476 2.7061281958245944 2.270938418607822 4.604925298227511 0 1 0
816 272 2 0.4238 7.63075310772667 4.498254389415259 4.335460261629111 0 1 0
135 45 2 0.4238 0.512059800825177 8.316807539506405 5.537111408837933 1 1 0
215 72 2 0.4238 3.5216663420057146 7.618679942421785 7.87569532098194 1 0 1
216 72 2 0.4238 3.752686520379769 8.56885803678296 9.18352521182426 1 0 1
133 45 1 -0.8476 0.2775000500365192 9.04065819048143 6.185973923535679 1 1 0
970 324 1 -0.8476 4.272481857374148 9.529040330383435 3.906567572562924 0 0 0
214 72 1 -0.8476 3.0697445159527708 8.197419491730763 8.554538165193666 1 0 1
971 324 2 0.4238 4.969272276213963 10.098268044557667 3.4701464355483926 0 0 0
