# Path distance (Angstrom), Energy (eV)
2.776548826319954255e+00 4.635057038917409500e-01
2.815265492367331923e+00 5.204080699249544750e-01
2.853982158414710035e+00 5.818824233351449493e-01
2.892698824462087703e+00 6.464429782402447699e-01
2.931415490509465371e+00 7.126039487581579124e-01
2.970132156556843483e+00 7.788795490068451954e-01
3.008848822604221152e+00 8.437839931042532271e-01
3.047565488651598820e+00 9.058314951682575611e-01
3.086282154698976932e+00 9.635362693168616488e-01
3.124998820746354600e+00 1.015412529667898411e+00
3.163715486793732268e+00 1.059974490339428144e+00
3.202432152841110380e+00 1.095736365449312189e+00
3.241148818888488048e+00 1.121212369115511365e+00
3.279865484935865716e+00 1.134916715455915437e+00
3.318582150983243828e+00 1.135363618588486112e+00
3.370823267612155671e+00 1.126861717014041808e+00
3.423064384241067515e+00 1.119294507527479610e+00
3.475305500869979358e+00 1.112541207038828084e+00
3.527546617498891202e+00 1.106481032458110469e+00
3.579787734127802601e+00 1.100993200695355334e+00
3.632028850756714888e+00 1.095956928660589469e+00
3.684269967385626288e+00 1.091251433263837001e+00
3.736511084014538131e+00 1.086755931415123833e+00
3.788752200643449974e+00 1.082349640024487414e+00
3.840993317272361818e+00 1.077911776001938549e+00
3.893234433901273661e+00 1.073321556257515574e+00
3.945475550530185505e+00 1.068458197701236401e+00
3.997716667159097348e+00 1.063200917243132260e+00
4.049957783788008747e+00 1.057428931793230831e+00
4.102198900416921035e+00 1.051021458261554464e+00
4.154440017045832434e+00 1.043857713558134392e+00
4.206681133674744721e+00 1.035816914592997406e+00
4.258922250303656121e+00 1.026778278276165857e+00
4.311163366932568408e+00 1.016621021517670975e+00
4.363404483561479807e+00 1.005224361227536445e+00
4.412034003792403070e+00 9.940494465561529047e-01
4.460663524023326332e+00 9.830057905604179247e-01
4.509293044254249594e+00 9.721456953928098166e-01
4.557922564485172856e+00 9.615214632058077804e-01
4.606552084716096118e+00 9.511853961518892397e-01
4.655181604947019380e+00 9.411897963835431646e-01
4.703811125177942642e+00 9.315869660532389851e-01
4.752440645408865905e+00 9.224292073134630066e-01
4.801070165639789167e+00 9.137688223166935408e-01
4.849699685870712429e+00 9.056581132154115643e-01
4.898329206101635691e+00 8.981493821620936124e-01
4.946958726332558953e+00 8.912949313092268788e-01
4.995588246563481327e+00 8.851470628092807935e-01
5.044217766794404589e+00 8.797580788147461028e-01
5.092847287025327851e+00 8.751802814781002304e-01
5.141476807256251114e+00 8.714659729518161591e-01
5.190106327487174376e+00 8.686674553883801941e-01
5.238735847718097638e+00 8.668370309402742002e-01
5.287365367949020900e+00 8.660270017599738246e-01
5.335994888179944162e+00 8.662896699999578232e-01
